exchange,exchange_market_id,exchange_symbol,timestamp,datetime_utc,yes_price,no_price,bid_yes,ask_yes
kalshi,KXPERFORMROLEBRITNEY-SAB,KXPERFORMROLEBRITNEY-SAB,1774374406,2026-03-24T17:46:46.604962+00:00,0.11,0.89,0.06,0.16
kalshi,KXPERFORMROLE007-VILLAIN-OSC,KXPERFORMROLE007-VILLAIN-OSC,1774374406,2026-03-24T17:46:46.604962+00:00,0.125,0.875,0.08,0.17
kalshi,KXPERFORMROLE007-VILLAIN-ADA,KXPERFORMROLE007-VILLAIN-ADA,1774374406,2026-03-24T17:46:46.604962+00:00,0.075,0.925,0.03,0.12
kalshi,KXPERFORMROLE007-VILLAIN-ROS,KXPERFORMROLE007-VILLAIN-ROS,1774374406,2026-03-24T17:46:46.604962+00:00,0.105,0.895,0.06,0.15
kalshi,KXPERFORMROLE007-VILLAIN-PET,KXPERFORMROLE007-VILLAIN-PET,1774374406,2026-03-24T17:46:46.604962+00:00,0.14500000000000002,0.855,0.1,0.19
kalshi,KXPERFORMROLE007-VILLAIN-BAR,KXPERFORMROLE007-VILLAIN-BAR,1774374406,2026-03-24T17:46:46.604962+00:00,0.1,0.9,0.05,0.15
kalshi,KXPERFORMROLE007-VILLAIN-IDR,KXPERFORMROLE007-VILLAIN-IDR,1774374406,2026-03-24T17:46:46.604962+00:00,0.16,0.84,0.11,0.21
kalshi,KXPERFORMROLE007-VILLAIN-CIL,KXPERFORMROLE007-VILLAIN-CIL,1774374406,2026-03-24T17:46:46.604962+00:00,0.225,0.775,0.18,0.27
kalshi,KXPERFORMROLE007-Q-DEV,KXPERFORMROLE007-Q-DEV,1774374406,2026-03-24T17:46:46.604962+00:00,0.15000000000000002,0.85,0.1,0.2
kalshi,KXPERFORMROLE007-Q-TOM,KXPERFORMROLE007-Q-TOM,1774374406,2026-03-24T17:46:46.604962+00:00,0.065,0.935,0.02,0.11
kalshi,KXPERFORMROLE007-Q-RIC,KXPERFORMROLE007-Q-RIC,1774374406,2026-03-24T17:46:46.604962+00:00,0.12000000000000001,0.88,0.07,0.17
kalshi,KXPERFORMROLE007-Q-BEN,KXPERFORMROLE007-Q-BEN,1774374406,2026-03-24T17:46:46.604962+00:00,0.3,0.7,0.25,0.35
kalshi,KXPERFORMROLE007-Q-AND,KXPERFORMROLE007-Q-AND,1774374406,2026-03-24T17:46:46.604962+00:00,0.195,0.8049999999999999,0.15,0.24
kalshi,KXPERFORMROLE007-MONEYPENNY-NAO,KXPERFORMROLE007-MONEYPENNY-NAO,1774374406,2026-03-24T17:46:46.604962+00:00,0.15000000000000002,0.85,0.1,0.2
kalshi,KXPERFORMROLE007-MONEYPENNY-MEG,KXPERFORMROLE007-MONEYPENNY-MEG,1774374406,2026-03-24T17:46:46.604962+00:00,0.06,0.94,0.01,0.11
kalshi,KXPERFORMROLE007-MONEYPENNY-JODI,KXPERFORMROLE007-MONEYPENNY-JODI,1774374406,2026-03-24T17:46:46.604962+00:00,0.08,0.92,0.03,0.13
kalshi,KXPERFORMROLE007-MONEYPENNY-EMM,KXPERFORMROLE007-MONEYPENNY-EMM,1774374406,2026-03-24T17:46:46.604962+00:00,0.06999999999999999,0.93,0.02,0.12
kalshi,KXPERFORMROLE007-MONEYPENNY-JUN,KXPERFORMROLE007-MONEYPENNY-JUN,1774374406,2026-03-24T17:46:46.604962+00:00,0.09000000000000001,0.91,0.04,0.14
kalshi,KXPERFORMROLE007-MONEYPENNY-PHO,KXPERFORMROLE007-MONEYPENNY-PHO,1774374406,2026-03-24T17:46:46.604962+00:00,0.12,0.88,0.09,0.15
kalshi,KXPERFORMROLE007-MONEYPENNY-ALI,KXPERFORMROLE007-MONEYPENNY-ALI,1774374406,2026-03-24T17:46:46.604962+00:00,0.085,0.915,0.04,0.13
kalshi,KXPERFORMROLE007-MONEYPENNY-JOD,KXPERFORMROLE007-MONEYPENNY-JOD,1774374406,2026-03-24T17:46:46.604962+00:00,0.08,0.92,0.03,0.13
kalshi,KXPERFORMROLE007-M-OLI,KXPERFORMROLE007-M-OLI,1774374406,2026-03-24T17:46:46.604962+00:00,0.12000000000000001,0.88,0.07,0.17
kalshi,KXPERFORMROLE007-M-RAL,KXPERFORMROLE007-M-RAL,1774374406,2026-03-24T17:46:46.604962+00:00,0.33999999999999997,0.66,0.29,0.39
kalshi,KXPERFORMROLE007-M-IDR,KXPERFORMROLE007-M-IDR,1774374406,2026-03-24T17:46:46.604962+00:00,0.09000000000000001,0.91,0.04,0.14
kalshi,KXPERFORMROLE007-M-CHA,KXPERFORMROLE007-M-CHA,1774374406,2026-03-24T17:46:46.604962+00:00,0.06999999999999999,0.93,0.02,0.12
kalshi,KXPERFORMROLE007-M-MAR,KXPERFORMROLE007-M-MAR,1774374406,2026-03-24T17:46:46.604962+00:00,0.08,0.92,0.03,0.13
kalshi,KXPERFORMROLE007-FELIX-STE,KXPERFORMROLE007-FELIX-STE,1774374406,2026-03-24T17:46:46.604962+00:00,0.075,0.925,0.04,0.11
kalshi,KXPERFORMROLE007-FELIX-AAR,KXPERFORMROLE007-FELIX-AAR,1774374406,2026-03-24T17:46:46.604962+00:00,0.055,0.945,0.02,0.09
kalshi,KXPERFORMROLE007-FELIX-CHI,KXPERFORMROLE007-FELIX-CHI,1774374406,2026-03-24T17:46:46.604962+00:00,0.095,0.905,0.05,0.14
kalshi,KXPERFORMROLE007-FELIX-WYA,KXPERFORMROLE007-FELIX-WYA,1774374406,2026-03-24T17:46:46.604962+00:00,0.065,0.935,0.02,0.11
kalshi,KXPERFORMROLE007-FELIX-JOH,KXPERFORMROLE007-FELIX-JOH,1774374406,2026-03-24T17:46:46.604962+00:00,0.065,0.935,0.02,0.11
kalshi,KXPERFORMROLE007-FELIX-ANT,KXPERFORMROLE007-FELIX-ANT,1774374406,2026-03-24T17:46:46.604962+00:00,0.1,0.9,0.07,0.13
kalshi,KXPERFORMROLE007-FELIX-ALB,KXPERFORMROLE007-FELIX-ALB,1774374406,2026-03-24T17:46:46.604962+00:00,0.065,0.935,0.02,0.11
kalshi,KXPERFORMROLE007-FELIX-SET,KXPERFORMROLE007-FELIX-SET,1774374406,2026-03-24T17:46:46.604962+00:00,0.065,0.935,0.02,0.11
kalshi,KXPERFORMROLE007-FELIX-BOY,KXPERFORMROLE007-FELIX-BOY,1774374406,2026-03-24T17:46:46.604962+00:00,0.12000000000000001,0.88,0.07,0.17
kalshi,KXPERFORMROLE007-SYD,KXPERFORMROLE007-SYD,1774374406,2026-03-24T17:46:46.604962+00:00,0.16,0.84,0.12,0.2
kalshi,KXPERFORMROLE007-CAI,KXPERFORMROLE007-CAI,1774374406,2026-03-24T17:46:46.604962+00:00,0.02,0.98,0.0,0.04
kalshi,KXPERFORMROLE007-ANY,KXPERFORMROLE007-ANY,1774374406,2026-03-24T17:46:46.604962+00:00,0.115,0.885,0.09,0.14
kalshi,KXPERFORMROLE007-HUN,KXPERFORMROLE007-HUN,1774374406,2026-03-24T17:46:46.604962+00:00,0.04,0.96,0.0,0.08
kalshi,KXPERFORMROLE007-VAN,KXPERFORMROLE007-VAN,1774374406,2026-03-24T17:46:46.604962+00:00,0.045,0.955,0.0,0.09
kalshi,KXPERFORMROLE007-ADR,KXPERFORMROLE007-ADR,1774374406,2026-03-24T17:46:46.604962+00:00,0.035,0.965,0.0,0.07
