category,2025-predictions,2026-fifa-world-cup,2026-nfl-draft,abraham-accords,acquisitions,airdrops,anthropic,awards,base,basketball,bernie-sanders,best-of-2025,big-tech,bitcoin,brazil,bundesliga,business,california-midterm,celebrities,champions-league,climate-science,colombia-election,colorado-midterm,comex-gold-futures,comex-silver-futures,commodities,congress,connecticut-primary,crypto-prices,delaware-midterm,democratic-primary,economic-policy,elon-musk,epstein,extended,fdv,fifa-world-cup,foreign-policy,formula1,france
democratic-primary,5.430268651496458e-10,-5.345546144421269e-10,0.0,-2.239872087778773e-09,-3.1484706709677537e-10,8.678579993930536e-11,-5.1763507384359895e-11,-6.370907895585261e-09,-2.1027459388897914e-10,5.402272647571386e-11,-8.185270768155382e-10,-5.956810209509775e-08,-3.0014146674539106e-09,-1.321108598258917e-10,-6.582305910819423e-11,-1.2262074079157206e-10,-1.0727679984659007e-09,-2.477716487593037e-09,-1.6741247793556094e-07,0.0,1.016815842688405e-11,-2.6727730722106355e-09,3.248487443829102e-11,6.466435344617429e-08,9.211912341899449e-10,-2.0612800659548517e-10,-5.310082107441421e-09,1.2355675608956325e-11,4.728091313746379e-10,4.3823064982675984e-10,1.245203497395538e-06,1.7689099777065631e-09,-3.306254714241004e-10,-3.0188922652777228e-09,6.143489179778413e-11,-2.556471583962639e-10,4.1774317225235837e-10,6.901499239815194e-11,-7.810051185031313e-10,-2.6998189902033278e-09
economic-policy,-2.2613479293146605e-09,2.2260666056387485e-09,0.0,9.327586594141402e-09,1.3111299070514645e-09,7.211055432348427e-07,2.15560790358748e-10,2.6530619941917855e-08,8.756546830280042e-10,-1.8071434434495485e-05,3.408624193454534e-09,2.4806176815733094e-07,1.2498908026200687e-08,5.50154400233919e-10,2.7410952932221686e-10,5.106343278313444e-10,4.4673695679812976e-09,1.0318051294024957e-08,-3.468072530969181e-09,0.0,-4.234365825940459e-11,1.1130333028194107e-08,-1.352780281410725e-10,-1.1859279125196753e-09,-3.836152543510374e-09,8.583868880226911e-10,2.2112981785614348e-08,-5.1453221280093235e-11,-1.968937485073512e-09,2.356158158188874e-06,1.7689099777065631e-09,0.0003224524319395696,-1.6089281484343967e-07,1.2571690667696414e-08,-2.558357132411393e-10,1.0646014209909942e-09,-1.7396241662885407e-09,-2.8740182147009956e-10,7.609403347459087e-06,-2.6666218957384627e-07
elon-musk,4.2266663346710694e-10,-4.1607223102726325e-10,0.0,-1.7434113402059118e-09,-2.450621846676362e-10,4.53875372994122e-08,-4.02902854476046e-11,-4.95881578826493e-09,-1.6366787797547466e-10,5.999588361838511e-08,-6.371030719887978e-10,-4.6365015785400216e-08,-2.3361603532855354e-09,-1.0282889475766747e-10,-5.123358084705126e-11,2.1022093420845872e-09,-8.349922766304148e-10,-1.9285382615614665e-09,6.482145105944498e-10,0.0,7.914417438018382e-12,-2.080361155136364e-09,2.528470209968433e-11,2.2166078550825262e-10,7.170120351728414e-10,-1.6044036898062618e-10,-4.133118767830589e-09,9.617078176059764e-12,3.6801244405384966e-10,3.4109817641035223e-10,-3.306254714241004e-10,-1.6089281484343967e-07,6.699912155163309e-06,-2.3497640953974277e-09,4.781803730178634e-11,-1.989837533452452e-10,3.2515168512171406e-10,5.3718031957112816e-11,-1.5838048953282353e-07,1.3927113363813396e-07
epstein,3.859306498887821e-09,-3.799093985816972e-09,0.0,6.032556652453791e-07,-2.237626552541737e-09,6.167890084490411e-10,-3.67884635686738e-10,-4.5278213331989536e-08,-1.494427179994233e-09,3.8394096637912373e-10,-5.817293894288408e-09,-4.2335209967681964e-07,-2.1331134563240713e-08,-9.389154250393168e-10,-4.678062469762641e-10,-8.714688944624087e-10,1.727789482527071e-07,-1.7609197549248988e-08,5.918750796318289e-09,0.0,1.5421425121803275e-06,-1.8995469929084026e-08,2.3087087413381828e-10,-1.2331100524809497e-06,6.546930815012011e-09,-1.4649572728552791e-09,-3.773889599592612e-08,8.781211802964941e-11,3.36026718115454e-09,3.114516985125693e-09,-3.0188922652777228e-09,1.2571690667696414e-08,-2.3497640953974277e-09,0.0003542196411520339,4.3661942417611726e-10,-1.8168912131979916e-09,2.9689119323685196e-09,4.904914025008719e-10,-5.550624329926861e-09,-1.91876859938428e-08
extended,-7.853744232632361e-11,7.731210902514988e-11,0.0,3.2395050079844023e-10,4.553602217621629e-11,-1.2551745033088752e-11,7.486505248113618e-12,9.214181535534026e-10,3.0411808052444445e-11,-1.8117528543139542e-07,1.18382767435027e-10,3.3245012608437594e-07,4.3409165636322966e-10,1.9107063941318034e-11,9.519924409321847e-12,1.773451734340795e-11,1.5515338230249651e-10,3.583497028121852e-10,-2.062137446009439e-06,0.0,-1.4706107695009782e-12,3.8656054512586195e-10,-4.6982554941799435e-12,-4.7613744867344516e-08,-1.3323098371352876e-10,2.981209120358435e-11,7.679919614039621e-10,-1.7869892316912643e-12,-6.838192043495586e-11,-6.338086860016675e-11,6.143489179778413e-11,-2.558357132411393e-10,4.781803730178634e-11,4.3661942417611726e-10,1.9451577561373765e-05,-1.701718892903133e-07,-6.041778483458032e-11,4.52464855119196e-07,1.1295600344581481e-10,3.9047216968951625e-10
fdv,5.4787511364159846e-08,-3.217165425626644e-10,0.0,-1.3480454277152794e-09,-1.8948767277610698e-10,5.223119723537443e-11,-3.115336801272334e-11,-3.834269512932623e-09,-1.2655173766544856e-10,3.2513057248109064e-11,-4.926226320613842e-10,-3.585048811720569e-08,-1.8063724894001031e-09,-7.950964767655948e-11,-3.9614973709077685e-11,-7.379811100332483e-11,-6.45635080334147e-10,-1.491189787353945e-09,-2.0873986273044274e-08,0.0,6.119608146569952e-12,-1.6085827128134155e-09,1.9550708585268564e-11,3.3932847205723764e-07,5.544100656804127e-10,-1.2405615406846726e-10,-3.195821736779774e-09,7.436144278886513e-12,2.8455561869326104e-10,2.6374489284765133e-10,-2.556471583962639e-10,1.0646014209909942e-09,-1.989837533452452e-10,-1.8168912131979916e-09,-1.701718892903133e-07,1.4634909257062887e-05,2.514147019317096e-10,1.8315585856468216e-08,-4.700404030948351e-10,-1.6248600378835598e-09
fifa-world-cup,-5.340365928530693e-10,5.257046074726401e-10,0.0,2.202789097468488e-09,3.0963450571790923e-10,-8.534898709815675e-11,5.090651842805521e-11,6.265432088707847e-09,2.0679331887767477e-10,-5.312833422297376e-11,8.049756638469543e-10,5.85819014254912e-08,2.9517236910637724e-09,1.2992365201097205e-10,6.473330229733613e-11,1.2059064998084138e-10,1.0550074104797243e-09,2.4366957806506506e-09,-8.190148955837725e-10,0.0,-9.999815903010233e-12,2.628523037363053e-09,-3.19470596717233e-11,-2.800669872872482e-10,-9.059401286478884e-10,2.027153818688404e-10,5.222169175085979e-09,-1.2151116874828895e-11,-4.649813734713693e-10,-4.309753681390534e-10,4.1774317225235837e-10,-1.7396241662885407e-09,3.2515168512171406e-10,2.9689119323685196e-09,-6.041778483458032e-11,2.514147019317096e-10,0.00011320043752619775,-6.787239041281345e-11,7.680749135151594e-10,2.6551211871458865e-09
foreign-policy,-8.822772900720868e-11,8.685120882471272e-11,0.0,3.3349730964054715e-08,5.1154452011994135e-11,-5.276617526863928e-07,8.410222394265216e-12,1.0351066796421803e-09,3.416414744346285e-11,-8.77728668252331e-12,1.549770962078101e-08,2.5606152630523823e-06,4.876517478474711e-10,2.1464575489121742e-11,1.0694533538085722e-11,1.9922678201640056e-11,1.742968724579916e-10,4.025644270174081e-10,-8.096497461291572e-08,0.0,-1.6520610374267266e-12,4.342560441237169e-10,-5.277946419804215e-12,-3.7313243895838555e-08,-1.496695942502007e-10,3.3490434956091894e-11,8.627501054708217e-10,-2.007475632032411e-12,-7.681917524198977e-11,-7.120107216962112e-11,6.901499239815194e-11,-2.8740182147009956e-10,5.3718031957112816e-11,4.904914025008719e-10,4.52464855119196e-07,1.8315585856468216e-08,-6.787239041281345e-11,1.7689432754333304e-05,1.2689299990624354e-10,4.386503017129102e-10
formula1,9.984252052222546e-10,-9.828478752699952e-10,0.0,-4.11829486243871e-09,-5.788871007202731e-10,5.94287442514112e-07,-9.5173910905876e-11,-1.1713739100824096e-08,-3.866170681974561e-10,9.462845437723661e-07,-1.5049680174189443e-09,-1.0952366885679473e-07,-5.518489503247061e-09,-2.429029221186031e-10,-1.2102421724632158e-10,-2.2545410944923667e-10,-1.972422872170292e-09,-4.555602588696517e-09,1.5312155124699415e-09,0.0,1.8695475888285785e-11,-4.9142393763501564e-09,5.97276479474521e-11,5.23608200262655e-10,1.6937293641844742e-09,-3.789930305389859e-10,-9.763273528664163e-09,2.2717509477418244e-11,8.693208095580364e-10,8.057437938496167e-10,-7.810051185031313e-10,7.609403347459087e-06,-1.5838048953282353e-07,-5.550624329926861e-09,1.1295600344581481e-10,-4.700404030948351e-10,7.680749135151594e-10,1.2689299990624354e-10,2.870088767244309e-05,-4.9639667986108296e-09
france,3.4514080196080256e-09,-3.397559497715975e-09,0.0,-1.4236335221693287e-08,-2.001126946138145e-09,5.515992395995143e-10,-3.2900211016298047e-10,-4.04926607027947e-08,-1.3364779281559288e-09,3.4336141241918153e-10,-5.202451477992338e-09,-3.7860709750923354e-07,-1.907660065872502e-08,-8.396794161459463e-10,-4.1836278950683126e-10,-7.793614557572138e-10,-6.818373658296749e-09,-1.5748043245036835e-08,5.293185179865982e-09,0.0,6.462749044566734e-11,-1.6987797488578786e-08,2.0646963041389511e-10,1.8100359767227774e-09,5.854971489116888e-09,-1.3101227594576494e-09,-3.375019017769795e-08,7.853106470644145e-11,3.005113250374059e-09,2.7853369258871207e-09,-2.6998189902033278e-09,-2.6666218957384627e-07,1.3927113363813396e-07,-1.91876859938428e-08,3.9047216968951625e-10,-1.6248600378835598e-09,2.6551211871458865e-09,4.386503017129102e-10,-4.9639667986108296e-09,9.589840899230698e-05
