category,2025-predictions,2026-fifa-world-cup,2026-nfl-draft,abraham-accords,acquisitions,airdrops,anthropic,awards,base,basketball,bernie-sanders,best-of-2025,big-tech,bitcoin,brazil,bundesliga,business,california-midterm,celebrities,champions-league,claude-5,climate-science,colombia-election,colorado-midterm,comex-gold-futures,comex-silver-futures,commodities,congress,connecticut-primary,crypto-prices,delaware-midterm,democratic-primary,economic-policy,epstein,extended,fdv,fifa-world-cup,foreign-policy,formula1,france
delaware-midterm,-5.845107600946191e-10,6.455693412041341e-10,0.0,2.7242043597928472e-09,3.802335779999471e-10,-5.417376734149092e-11,7.666198728003634e-11,6.942668757271867e-09,2.2495238753288733e-10,6.868196649366823e-08,-1.9353315764604174e-10,4.363863431546389e-08,3.822944420815308e-09,3.842624276357852e-10,2.2160889762936448e-10,1.965207152172295e-10,1.343477707755313e-09,2.972415341261225e-09,-5.054595116571061e-10,0.0,-1.4204538238901693e-09,9.972568700687997e-11,3.2278467060208193e-09,2.136161465216155e-09,-8.90510774414666e-10,-1.2077213387714143e-09,1.1522845233830388e-10,1.3953674264742e-09,-3.633584372426124e-11,-5.705401436398176e-10,3.447389302095461e-06,-1.5247030311600294e-09,2.517347159340163e-06,3.259396221655886e-09,2.34703120979282e-10,2.466652316326945e-10,-3.942196103725125e-10,-4.346043633159009e-10,2.5152052254705487e-10,3.792894546603961e-09
democratic-primary,-1.6426456095200932e-09,6.2381722049671865e-06,0.0,7.65580830423879e-09,1.0685671849610749e-09,-8.358292845009769e-07,2.1544252975300075e-10,-8.334835417773778e-08,6.321817782655498e-10,-7.648409093253572e-07,-5.438845841817546e-10,1.2263728224977062e-07,1.0743588137325416e-08,1.0798894267699733e-09,6.22785597073572e-10,5.52280491772427e-10,3.775563956726814e-09,8.353353510896201e-09,-1.420488559490828e-09,0.0,-3.991889280124763e-09,2.8025824861070217e-10,9.071190099204866e-09,3.5623157043695924e-07,-2.502594842883345e-09,-3.3940489895095958e-09,3.238255379502267e-10,3.921389191183132e-09,-1.0211431206538194e-10,-1.6033841051158645e-09,-1.5247030311600294e-09,8.754754646358766e-05,7.705730360532967e-08,9.159853434216937e-09,6.595841814013123e-10,6.932011990626997e-10,-1.1078720125875805e-09,-1.2213649397379422e-09,-4.560892502882528e-06,1.065913923183043e-08
economic-policy,-2.5785761093608945e-09,2.84793675978769e-09,0.0,1.2017859650764409e-08,1.6774049121846468e-09,7.707205481982459e-07,3.3819526070732696e-10,3.062766507465051e-08,9.92380109721365e-10,-1.9301831134343027e-05,-8.537738066523763e-10,1.925123497688591e-07,1.686496438377592e-08,1.6951782298520713e-09,9.776302645932216e-10,8.66953452100051e-10,5.926767746954594e-09,1.311284532184411e-08,-2.229840594888743e-09,0.0,-6.266348790809134e-09,4.399410439662924e-10,1.423968379893879e-08,9.42370148849312e-09,-3.928498780180716e-09,-5.327876924656274e-09,5.083316759988145e-10,6.155679852847301e-09,-1.6029600297813772e-10,-2.5169445701614087e-09,2.517347159340163e-06,7.705730360532967e-08,0.00033758619178305647,1.4378864859122249e-08,1.0353955852783085e-09,1.0881665774552918e-09,-1.7391044588873322e-09,-1.9172622726210215e-09,8.129042045873027e-06,1.67323990094127e-08
epstein,3.511525053581185e-09,-3.8783424878186935e-09,0.0,7.525008918184775e-07,-2.2843030898926526e-09,3.2545601253909587e-10,-4.6055694329318565e-10,-4.170899313457886e-08,-1.3514309720436197e-09,-1.2340938620302594e-08,1.1626758276659825e-09,-2.621648191352519e-07,-2.2966840011581698e-08,-2.3085069324891963e-09,-1.3313445179281433e-09,-1.1806239716121687e-09,1.847076647612735e-07,-1.785717501384906e-08,3.036614310517484e-09,0.0,1.591702285168882e-07,-5.99115144353487e-10,-1.9391712439093952e-08,-1.2833270173480634e-08,5.349860273461325e-09,7.255544343022626e-09,8.25924450310433e-08,-2.7455988806854286e-06,2.1829234685116898e-10,3.4275947428933725e-09,3.259396221655886e-09,9.159853434216937e-09,1.4378864859122249e-08,0.00039138040332314385,-1.4100097820935207e-09,-1.481873730750909e-09,2.3683260137280187e-09,2.6109427137533506e-09,-1.5110425277214438e-09,-2.2786311451024192e-08
extended,2.5285845396658696e-10,-2.792723020508218e-10,0.0,-1.1784866074914738e-09,-1.6448845982524968e-10,2.343548825909651e-11,-3.3163857545576714e-11,-3.003387804326393e-09,-9.731405614920084e-11,-1.1235481274899378e-07,8.372214572358385e-11,-1.8878005948830188e-08,-1.6537998645072747e-09,-1.6623133396843348e-10,-9.586766756992683e-11,-8.501455852444239e-11,-5.811863858015876e-10,-1.2858622955308987e-09,2.1866100572660975e-10,0.0,6.14486135005716e-10,-1.2525841988821358e-07,-1.3963615102542332e-09,-9.241001575917193e-10,3.8523358855294144e-10,5.224583898075204e-10,-4.984765089099771e-11,-6.036337981467434e-10,1.5718829994169005e-11,2.4681478681978687e-10,2.34703120979282e-10,6.595841814013123e-10,1.0353955852783085e-09,-1.4100097820935207e-09,2.0363111323531903e-05,-1.8199188769357228e-07,4.3298196947052966e-07,4.640882254499794e-07,-1.0880739040941694e-10,-1.6408003352363428e-09
fdv,5.84624421073325e-08,-2.935059695266654e-10,0.0,-1.238550517777616e-09,-1.7287194083491168e-10,2.462992445833759e-11,-3.48541194048934e-11,-3.156461428147602e-09,-1.0227386027507046e-10,-9.339399926637016e-10,8.798921114268169e-11,-1.984016101150194e-08,-1.7380890588529518e-09,-1.747036440199112e-10,-1.007537536295004e-10,-8.934749432851789e-11,-6.108077041215177e-10,-1.3513988209935444e-09,2.2980549811838883e-10,0.0,6.458046411731852e-10,3.437734573836778e-08,-1.4675298476332218e-09,-8.250621536080426e-08,4.0486778342195216e-10,5.490865191846733e-10,-5.2388235410192276e-11,-6.343991934147111e-10,1.651997138056266e-11,2.5939419257509165e-10,2.466652316326945e-10,6.932011990626997e-10,1.0881665774552918e-09,-1.481873730750909e-09,-1.8199188769357228e-07,1.5707251547418377e-05,1.792306442759285e-10,1.9725239967309346e-08,-1.1435297514024475e-10,-1.7244269827574308e-09
fifa-world-cup,-4.247142551244671e-10,4.69080332817695e-10,0.0,8.51641610519163e-08,2.762834012284267e-10,-3.936346910021269e-11,5.570374584503695e-11,5.044646892973013e-09,1.634537672053023e-10,1.4926200080256272e-09,-1.406240851378198e-10,3.170848397203191e-08,2.7778085587439177e-09,2.792108235941265e-10,1.6102433746535857e-10,1.4279488912487977e-10,9.761909837779892e-10,2.159801416452824e-09,-3.6727443640945814e-10,0.0,-1.0321229803443602e-09,7.246217480589618e-11,2.3454016640885326e-09,1.552166850406615e-09,-6.470584393940084e-10,-8.775483768873441e-10,8.37267158197245e-11,1.013894829008789e-09,-2.6402167171692278e-11,-4.145629963858292e-10,-3.942196103725125e-10,-1.1078720125875805e-09,-1.7391044588873322e-09,2.3683260137280187e-09,4.3298196947052966e-07,1.792306442759285e-10,5.859095525010707e-06,-3.1579002653375644e-10,1.8275857122767754e-10,2.7559738709784087e-09
foreign-policy,-4.682229487902307e-10,5.171339883259878e-10,0.0,-1.3655218623191458e-07,3.045865008394205e-10,-5.638876442441225e-07,6.14101641834028e-11,5.561431987115803e-09,1.801983426464196e-10,1.645527394356597e-09,4.5942553798438595e-07,3.495677314316263e-08,3.0623735814300396e-09,3.078138150062207e-10,1.7752003660186108e-10,1.574231221380401e-10,1.0761942070274846e-09,2.3810563827590296e-09,-4.0489886448598317e-10,0.0,-1.1378560044549475e-09,1.417328370367808e-08,2.5856699416298853e-09,-7.737970576770926e-08,-7.133445766822236e-10,-9.674464272735205e-10,9.230387089820378e-11,1.1177605198641243e-09,-2.9106865188603244e-11,-4.5703177203269663e-10,-4.346043633159009e-10,-1.2213649397379422e-09,-1.9172622726210215e-09,2.6109427137533506e-09,4.640882254499794e-07,1.9725239967309346e-08,-3.1579002653375644e-10,2.0195899373734302e-05,2.0148077467243997e-10,3.038302098619604e-09
formula1,2.7097675653719667e-10,-2.992832607068569e-10,0.0,-1.2629298072144642e-09,-1.762747048082864e-10,6.349101255297239e-07,-3.554017835270521e-11,-3.2185923510679692e-09,-1.0428699095134627e-10,1.0101411393924692e-06,8.972116669474321e-11,-2.023068931118127e-08,-1.7723011282235234e-09,-1.781424627375422e-10,-1.0273696294259687e-10,-9.110618595509561e-11,-6.228306758093085e-10,-1.3779993855476284e-09,2.3432892665231145e-10,0.0,6.585164829921791e-10,-4.62324135901177e-11,-1.4964163035342406e-09,-9.903155678268676e-10,4.1283709007036444e-10,5.598945879594351e-10,-5.341943109889781e-11,-6.468865335214836e-10,1.684514597618835e-11,2.645000368731369e-10,2.5152052254705487e-10,-4.560892502882528e-06,8.129042045873027e-06,-1.5110425277214438e-09,-1.0880739040941694e-10,-1.1435297514024475e-10,1.8275857122767754e-10,2.0148077467243997e-10,2.2186343888769126e-05,-1.7583701315607157e-09
france,4.086291852920021e-09,-4.51315000433923e-09,0.0,-1.9044806085877634e-08,-2.6581980659113145e-09,3.787266877579769e-10,-5.359409534229227e-10,-4.853592562739173e-08,-1.5726333392421218e-09,-1.4360904784119682e-08,1.3529827324834681e-09,-3.050759849946533e-07,-2.6726054860676277e-08,-2.6863635960735152e-09,-1.5492591321516073e-09,-1.373868630565824e-09,-9.392200086943194e-09,-2.0780039345253783e-08,3.5336476682327946e-09,0.0,9.930337102899827e-09,-6.971783757703594e-10,-2.2565750021696462e-08,-1.4933821218999428e-08,6.225525979776815e-09,8.443132623291104e-09,-8.055576016058375e-10,-9.754959080152053e-09,2.54022461717253e-10,3.9886238199307905e-09,3.792894546603961e-09,1.065913923183043e-08,1.67323990094127e-08,-2.2786311451024192e-08,-1.6408003352363428e-09,-1.7244269827574308e-09,2.7559738709784087e-09,3.038302098619604e-09,-1.7583701315607157e-09,0.00013801566597827024
