category,2025-predictions,2026-fifa-world-cup,2026-nfl-draft,abraham-accords,acquisitions,airdrops,anthropic,awards,base,basketball,bernie-sanders,best-of-2025,big-tech,bitcoin,brazil,bundesliga,business,california-midterm,celebrities,champions-league,claude-5,climate-science,colombia-election,colorado-midterm,comex-gold-futures,comex-silver-futures,commodities,congress,connecticut-primary,crypto-prices,delaware-midterm,democratic-primary,economic-policy,epstein,extended,fdv,fifa-world-cup,foreign-policy,formula1,france
crypto-prices,-1.0048077579868392e-09,1.1097709856622566e-09,0.0,4.683064644726647e-09,6.53643482901196e-10,2.8845364357228462e-09,1.3394267491161237e-10,1.1934848602804682e-08,3.413253043913783e-08,1.2102216703744352e-07,-9.964276949377442e-11,3.844220867092762e-10,6.5718622729306145e-09,6.605693081318036e-10,-1.5114949548025658e-07,3.378304605092733e-10,-3.491468109457106e-09,5.1097536585552205e-09,-3.5512653593798954e-10,5.601260834712117e-11,-2.4418421687839153e-09,-2.165259694851844e-10,5.548854928311e-09,3.6721849435487e-09,-1.0437936798862825e-09,-1.6074072011093166e-07,8.094702106317463e-08,2.3987172026335356e-09,-7.662922598911457e-08,1.4293763266448241e-05,-9.326621795088346e-10,8.539321603053355e-10,1.841260871203749e-08,-2.072665939219291e-09,4.0346822143277994e-10,4.240317805783698e-10,-6.776862803838143e-10,-1.211987546371029e-09,1.4532715288433888e-09,6.520204803478084e-09
delaware-midterm,-5.354635526819027e-10,5.91398613239778e-10,0.0,2.495612132940214e-09,3.4832758680415295e-10,1.5371737682511638e-09,7.137825120656698e-11,6.3600986186477426e-09,2.0607628265584017e-10,6.563974802055e-08,-5.3099780458599464e-11,2.048591032887312e-10,3.5021552057380567e-09,3.520183693978924e-10,3.6393561148383934e-11,1.800303562055416e-10,-1.8606085622898076e-09,2.7229953447226753e-09,-1.892474605948187e-10,2.9849202518724513e-11,-1.3012613332177696e-09,-1.1538701203972032e-10,2.9569930661990236e-09,1.9569128326767693e-09,-5.562392086010677e-10,-1.106379561949563e-09,1.0555945360035227e-10,1.2782799744448717e-09,-5.5464294533144516e-11,-9.326621795088346e-10,3.299597718155165e-06,4.550617216795383e-10,2.409508979399203e-06,-1.1045267699372914e-09,2.1500881688600815e-10,2.2596716822073598e-10,-3.611400294372293e-10,-6.45869970875147e-10,7.744505649568685e-10,3.4746268632311123e-09
democratic-primary,4.902627750459799e-10,-5.4147611697023e-10,0.0,-2.2849467972295648e-09,-3.189237595656004e-10,-1.4074143302119062e-09,-6.535290654086442e-11,-5.8232153854860866e-09,-1.886804987939704e-10,-1.7110400531393313e-09,4.8617399992174523e-11,-1.8756606676351962e-10,-3.2065232473943525e-09,-3.223029873532587e-10,-3.332142438649303e-11,-1.6483322083039523e-10,1.7035466045331466e-09,-2.4931356157756158e-09,1.7327226986210418e-10,2.483401999375447e-08,1.19141627677197e-09,1.0564669890886613e-10,-2.7073805848511623e-09,2.842197125773703e-07,6.635552185249615e-08,1.012985312592861e-09,-9.664872687458305e-11,-1.1703748731696028e-09,5.078231528101626e-11,8.539321603053355e-10,4.550617216795383e-10,1.2691079500394147e-06,2.0075101502281503e-09,1.0112889227097766e-09,-1.9685899945559343e-10,-2.068923093015543e-10,3.3065464890242596e-10,5.913493134204389e-10,-7.090758674610196e-10,-3.181318690478482e-09
economic-policy,-2.3622037756082387e-09,2.608961954716699e-09,0.0,1.100942234697127e-08,1.536651255862486e-09,6.781260201449569e-09,3.148859967255723e-10,2.8057650039786646e-08,9.091079505127335e-10,-1.847465517294095e-05,-2.3425030752336286e-10,9.037383493846125e-10,1.544979897945492e-08,1.5529331867879672e-09,6.971427791246818e-10,7.942060389037275e-10,-8.208096608548904e-09,1.2012526066528343e-08,-8.348674035838577e-10,1.316801088243504e-10,-5.740529712964587e-09,-5.090311639908549e-10,1.3044809773583447e-08,8.63294403275912e-09,-2.4538558266342437e-09,-4.880806481418093e-09,4.656767740717337e-10,5.639147177794255e-09,-2.446813892400658e-10,1.841260871203749e-08,2.409508979399203e-06,2.0075101502281503e-09,0.0003231119286082075,-4.872632867612187e-09,9.48513930581122e-10,9.968568266897538e-10,-1.5931734975930896e-09,-2.8492629911256166e-09,3.4164977978431978e-09,1.5328357371934508e-08
epstein,-1.1899668408572325e-09,1.314271972311691e-09,0.0,7.896663253700634e-08,7.740924213734015e-10,3.4160790285216877e-09,1.5862471249214398e-10,1.4134120656515318e-08,4.579657043310255e-10,4.153040023125225e-09,-1.180042557258134e-10,4.552607525579783e-10,7.782879984063855e-09,7.822944901816117e-10,8.087783149827132e-11,4.000835409979347e-10,-4.134851908875235e-09,6.051344021081199e-09,-4.2056681859361757e-10,6.633422769003393e-11,-2.8918080979802057e-09,-2.564258902499564e-10,6.571359861558762e-09,4.348870001833141e-09,-1.2361368210865594e-09,-2.4587200856679196e-09,2.345859935643916e-10,1.4650132638051808e-07,-3.1705065295673846e-08,-2.072665939219291e-09,-1.1045267699372914e-09,1.0112889227097766e-09,-4.872632867612187e-09,2.1139467691103837e-05,4.778165783737662e-10,5.021694491778344e-10,2.253374445235595e-08,-1.4353242998471644e-09,1.7210704399320207e-09,7.721703430397587e-09
extended,2.3164070763158917e-10,-2.558381286215904e-10,0.0,-1.0795979624622438e-09,-1.5068597720758617e-10,-2.0457374959997867e-07,-3.087812146350743e-11,-2.751368860217301e-09,-8.914828227132535e-11,-1.8610318239098067e-07,2.297088318879181e-11,-8.862173235301391e-11,-1.5150269444664712e-09,-1.5228260406937904e-10,-1.5743798462888552e-11,-7.788085463100193e-11,8.048963964691369e-10,-1.1779635894355038e-09,8.186815978436284e-11,-1.291271900589248e-11,5.629236472407421e-10,4.991624357344391e-11,-1.2791906431078354e-09,-8.465574754139502e-10,-4.8415704856039495e-08,4.786180933427415e-10,-4.5664856938852237e-11,-5.529819468545585e-10,2.3993768333241416e-11,4.0346822143277994e-10,2.1500881688600815e-10,-1.9685899945559343e-10,9.48513930581122e-10,4.778165783737662e-10,1.9490005563430184e-05,-1.7418423568520585e-07,4.144099865310899e-07,2.7940235398318284e-10,-3.3502612081399594e-10,-1.5031182259245445e-09
fdv,5.5944840919923035e-08,-2.6887742691109856e-10,0.0,-1.1346218165733204e-09,-1.5836598728052575e-10,1.0862276639724834e-07,-3.245188624420164e-11,-2.891597838071711e-09,-9.369190151523522e-11,-8.496405149023742e-10,2.4141639867973286e-11,-9.313851493469067e-11,-1.5922433013557535e-09,-1.600439894010622e-10,-1.654621241687072e-11,-8.185020704944581e-11,8.459195397443568e-10,-1.238000843067681e-09,8.604073312826994e-11,-1.3570841373164803e-11,5.916141688222521e-10,5.246032405494121e-11,-1.3443871345556135e-09,-7.892874044284663e-08,3.4713649040637967e-07,5.030118149489588e-10,-4.7992257057753774e-11,-5.811657699328224e-10,2.5216658385141256e-11,4.240317805783698e-10,2.2596716822073598e-10,-2.068923093015543e-10,9.968568266897538e-10,5.021694491778344e-10,-1.7418423568520585e-07,1.5033775705867993e-05,1.6419112202128555e-10,2.936426498139852e-10,-3.5210139238360194e-10,-1.579727631324218e-09
fifa-world-cup,-3.8907582109656527e-10,4.2971907217431645e-10,0.0,8.143134828761449e-08,2.531000311181267e-10,1.1169334365614282e-09,5.186450423662939e-11,4.621342722415818e-09,1.4973810725540914e-10,1.3578928433672339e-09,-3.8583094177931183e-11,1.488536865337657e-10,2.544718320146122e-09,2.557818089178486e-10,2.6444105514775158e-11,1.308127477811484e-10,-1.3519459923768704e-09,1.97856911881997e-09,-1.3751003360094318e-10,2.1688876714173784e-11,-9.455159350195397e-10,-8.384192766880402e-11,2.148595360871688e-09,1.4219221147259871e-09,-4.041717232267373e-10,-8.039119270657433e-10,7.670107681158431e-11,9.288173362265401e-10,-4.0301185447521525e-11,-6.776862803838143e-10,-3.611400294372293e-10,3.3065464890242596e-10,-1.5931734975930896e-09,2.253374445235595e-08,4.144099865310899e-07,1.6419112202128555e-10,5.607886609532403e-06,-4.692987748302076e-10,5.627273564187874e-10,2.5247158150069545e-09
foreign-policy,-6.958308931620355e-10,7.685180871869176e-10,0.0,-4.912527225993909e-08,4.5264910118518134e-10,1.9975458474254457e-09,2.5564234987509364e-10,-1.5727931625759373e-07,2.6779459237089034e-10,2.4284824159865543e-09,-6.900276868172694e-11,2.662128768611977e-10,4.551024570384607e-09,1.98327865664959e-08,4.72931612850066e-11,2.339481052022171e-10,-2.4178469500651253e-09,3.538512142057846e-09,-2.4592566361385806e-10,3.8788816054327314e-11,-1.690979397561384e-09,-1.499445615761532e-10,3.842590435934688e-09,2.5429936311848775e-09,-7.22828703081773e-10,-1.4377319892488213e-09,1.3717372267921568e-10,-8.711268875176454e-07,-7.207543708680919e-11,-1.211987546371029e-09,-6.45869970875147e-10,5.913493134204389e-10,-2.8492629911256166e-09,-1.4353242998471644e-09,2.7940235398318284e-10,2.936426498139852e-10,-4.692987748302076e-10,1.2103036251020954e-05,1.006392733221013e-09,4.515251694606166e-09
formula1,8.343577695578361e-10,-9.21515620233974e-10,0.0,-3.888655656379373e-09,-5.427630451143298e-10,-2.395219749835652e-09,-1.1122138598110757e-10,-9.91028739686263e-09,-3.2110747163708245e-10,-2.9119477044276424e-09,8.273992537034831e-11,-1.0380552776312997e-07,-5.457048180907369e-09,-5.485140119493827e-10,-5.670834243329235e-11,-2.805227838646024e-10,2.899194916772519e-09,-4.24296352377278e-09,2.948848494459083e-10,-4.6510941616602417e-11,2.027621671274441e-09,1.7979571068695766e-10,-4.607578101169979e-09,-3.049255954235388e-09,8.667303369286998e-10,1.7239574551230053e-09,-1.6448243735847202e-10,-1.9918121840532034e-09,8.642430440877208e-11,1.4532715288433888e-09,7.744505649568685e-10,-7.090758674610196e-10,3.4164977978431978e-09,1.7210704399320207e-09,-3.3502612081399594e-10,-3.5210139238360194e-10,5.627273564187874e-10,1.006392733221013e-09,2.115359052472639e-05,-5.414153596694048e-09
france,3.743404745030726e-09,-4.134444564748044e-09,0.0,-1.744672677237126e-08,-2.435144529887923e-09,-1.0746321666876235e-08,-4.990025612768121e-10,-4.4463200583238125e-08,-1.4406712286361982e-09,-1.3064657934224313e-08,3.7121848748287697e-10,-1.4321619753068935e-09,-2.4483430010000445e-08,-2.4609466465868212e-09,-2.544259619707703e-10,-1.2585851759545532e-09,1.3007441656553178e-08,-1.9036353908828202e-08,1.3230215920904799e-09,-2.0867460686049994e-10,9.097067064406195e-09,8.066660862742528e-10,-2.067222282374049e-08,-1.3680701042607538e-08,3.88864654264601e-09,7.73465622685891e-09,-7.379620097601184e-10,-8.93640528444574e-09,3.877487128587381e-10,6.520204803478084e-09,3.4746268632311123e-09,-3.181318690478482e-09,1.5328357371934508e-08,7.721703430397587e-09,-1.5031182259245445e-09,-1.579727631324218e-09,2.5247158150069545e-09,4.515251694606166e-09,-5.414153596694048e-09,0.00013209905090128774
